TableName,LineNumber,ParentLineNumber,Tier,Path,LineDescription,SeriesCode,DatasetName,MetaDataUpdated,NextReleaseDate,ReleaseDate,RowNumber,TableID
"Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars",22,,0,22,Amusement and recreation,W187RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,220,T50906
"Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars",23,,0,23,Transportation,W188RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,230,T50906
"Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars",24,,0,24,Power,W189RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,240,T50906
"Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars",25,,0,25,Highways and streets,W190RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,250,T50906
"Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars",26,,0,26,Conservation and development,W191RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,260,T50906
"Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars",27,,0,27,Other,W192RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,270,T50906
"Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars",28,,0,28,Net purchases of used structures,B841RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,280,T50906
"Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars",29,,0,29,State and local,A842RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,290,T50906
"Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars",30,,0,30,New,A843RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,300,T50906
"Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars",31,,0,31,Residential,W147RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,310,T50906
"Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars",32,,0,32,Office,W193RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,320,T50906
"Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars",33,,0,33,Commercial,W194RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,330,T50906
"Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars",34,,0,34,Health care,W195RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,340,T50906
"Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars",35,,0,35,Educational,W148RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,350,T50906
"Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars",36,,0,36,Public safety,W196RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,360,T50906
"Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars",37,,0,37,Amusement and recreation,W197RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,370,T50906
"Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars",38,,0,38,Transportation,W198RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,380,T50906
"Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars",39,,0,39,Power,W199RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,390,T50906
"Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars",40,,0,40,Highways and streets,W149RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,400,T50906
"Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars",41,,0,41,Sewer systems,W150RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,410,T50906
"Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars",42,,0,42,Water systems,W168RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,420,T50906
"Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars",43,,0,43,Conservation and development,W169RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,430,T50906
"Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars",44,,0,44,Other,W200RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,440,T50906
"Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars",45,,0,45,Net purchases of used structures,B870RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,450,T50906
"Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars",46,,0,46,Equipment,Y054RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,460,T50906
"Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars",47,,0,47,Federal,Y058RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,470,T50906
"Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars",48,,0,48,National defense,Y050RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,480,T50906
"Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars",49,,0,49,Aircraft,B874RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,490,T50906
"Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars",50,,0,50,Missiles,B875RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,500,T50906
"Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars",51,,0,51,Ships,B876RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,510,T50906
"Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars",52,,0,52,Vehicles,B877RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,520,T50906
"Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars",53,,0,53,Electronics,Y051RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,530,T50906
"Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars",54,,0,54,Other equipment,B879RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,540,T50906
"Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars",55,,0,55,Nondefense,Y066RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,550,T50906
"Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars",56,,0,56,State and local,Y070RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,560,T50906
"Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars",57,,0,57,Intellectual property products,Y055RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,570,T50906
"Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars",58,,0,58,Federal,Y059RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,580,T50906
"Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars",59,,0,59,National defense,Y052RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,590,T50906
"Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars",60,,0,60,Software,Y053RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,600,T50906
"Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars",61,,0,61,Research and development,Y076RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,610,T50906
"Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars",62,,0,62,Nondefense,Y067RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,620,T50906
"Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars",63,,0,63,Software,Y068RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,630,T50906
"Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars",64,,0,64,Research and development,Y069RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,640,T50906
"Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars",65,,0,65,State and local,Y071RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,650,T50906
"Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars",66,,0,66,Software,Y072RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,660,T50906
"Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars",67,,0,67,Research and development,Y073RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,670,T50906
"Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars",68,,0,68,Residual,A967RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,680,T50906
"Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars",69,,0,69,Government enterprise gross fixed investment,A882RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,700,T50906
"Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars",70,,0,70,Federal,A883RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,710,T50906
"Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars",71,,0,71,Structures,B884RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,720,T50906
"Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars",72,,0,72,Equipment,Y074RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,730,T50906
"Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars",73,,0,73,Intellectual property products,Y075RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,740,T50906
"Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars",74,,0,74,State and local,A886RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,750,T50906
"Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars",75,,0,75,Structures,B887RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,760,T50906
"Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars",76,,0,76,Equipment,Y077RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,770,T50906
"Table 5.9.6. Real Gross Government Fixed Investment by Type, Chained Dollars",77,,0,77,Intellectual property products,Y078RX,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Jul 31 2018  8:30AM,780,T50906
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),1,0,0,1,Produced assets,K10001,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,20,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),2,0,0,2,Fixed assets,K10002,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,30,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),3,2,1,2.3,Private,K10003,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,40,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),4,3,2,2.3.4,Nonresidential,K10004,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,50,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),5,3,2,2.3.5,Residential,K10005,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,60,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),6,2,1,2.6,Government,K10006,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,70,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),7,0,0,7,Private inventories,K10007,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,80,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),8,0,0,8,Gross fixed investment,W172RC,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,100,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),9,8,1,8.9,Private,A007RC,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,110,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),10,9,2,8.9.10,Nonresidential,A008RC,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,120,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),11,10,3,8.9.10.11,Structures,B009RC,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,130,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),12,10,3,8.9.10.12,Equipment,Y033RC,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,140,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),13,10,3,8.9.10.13,Intellectual property products,Y001RC,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,150,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),14,9,2,8.9.14,Residential,A011RC,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,160,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),15,8,1,8.15,Government,A782RC,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,170,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),16,15,2,8.15.16,Structures,A760RC,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,180,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),17,15,2,8.15.17,Equipment,Y054RC,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,190,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),18,15,2,8.15.18,Intellectual property products,Y055RC,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,200,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),19,0,0,19,Less: Stock reconciliation adjustments,K10019,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,210,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),20,19,1,19.20,Private,K10020,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,220,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),21,20,2,19.20.21,Nonresidential,K10021,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,230,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),22,21,3,19.20.21.22,Intersectoral auto valuation adjustment,K10022,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,240,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),23,21,3,19.20.21.23,Brokers' commissions on sale of nonresidential used structures and dealers' margins on used equipment,K10023,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,250,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),24,21,3,19.20.21.24,Electric plants put in place less electric plants put in use,K10024,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,260,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),25,21,3,19.20.21.25,Abandoned electric plants,K10025,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,270,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),26,21,3,19.20.21.26,"Less: Sale of equipment scrap, excluding autos",C287RC,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,280,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),27,21,3,19.20.21.27,Other,K10027,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,290,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),28,20,2,19.20.28,Residential,K10028,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,300,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),29,19,1,19.29,Government,K10029,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,310,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),30,29,2,19.29.30,Electric plants put in place less electric plants put in use,K10030,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,320,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),31,29,2,19.29.31,Other,K10031,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,330,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),32,0,0,32,Less: Consumption of fixed capital,A262RC,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,340,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),33,32,1,32.33,Private,A024RC,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,350,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),34,33,2,32.33.34,Nonresidential,A753RC,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,360,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),35,34,3,32.33.34.35,Structures,B188RC,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,370,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),36,34,3,32.33.34.36,Equipment,Y080RC,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,380,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),37,34,3,32.33.34.37,Intellectual property products,Y083RC,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,390,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),38,33,2,32.33.38,Residential,A754RC,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,400,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),39,32,1,32.39,Government,A264RC,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,410,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),40,39,2,32.39.40,Structures,A894RC,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,420,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),41,39,2,32.39.41,Equipment,Y085RC,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,430,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),42,39,2,32.39.42,Intellectual property products,Y091RC,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,440,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),43,0,0,43,Change in private inventories,A014RC,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,450,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),44,0,0,44,Less: Other changes in volume of assets,K10044,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,470,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),45,44,1,44.45,Private fixed assets,K10045,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,480,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),46,45,2,44.45.46,Nonresidential fixed assets,K10046,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,490,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),47,46,3,44.45.46.47,Structures,K10047,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,500,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),48,46,3,44.45.46.48,Equipment,K10048,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,510,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),49,46,3,44.45.46.49,Intellectual property products,K10049,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,520,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),50,45,2,44.45.50,Residential fixed assets,K10050,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,530,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),51,44,1,44.51,Government fixed assets,K10051,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,540,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),52,51,2,44.51.52,General government,K10052,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,550,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),53,51,2,44.51.53,Government enterprises,K10053,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,560,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),54,0,0,54,Nominal holding gains or losses (-),K10054,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,580,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),55,54,1,54.55,Neutral holding gains or losses (-),K10055,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,590,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),56,55,2,54.55.56,Fixed assets,K10056,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,600,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),57,56,3,54.55.56.57,Private,K10057,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,610,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),58,57,4,54.55.56.57.58,Nonresidential,K10058,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,620,T51000
Table 5.10. Changes in Net Stock of Produced Assets (Fixed Assets and Inventories),59,57,4,54.55.56.57.59,Residential,K10059,NIUnderlyingDetail,2019-03-06T10:13:32.840,Jan  1 1900 12:00AM,Nov 20 2018 12:00AM,630,T51000
